type,s,x,y,z,yaw,slope,curvature,segment_id,lon,lat
point,276.000,226.765,151.078,134.775,0.59104241,-0.13044401,0.00000000,276,113.955405390,22.531357154
point,277.000,227.588,151.630,134.645,0.59104241,-0.13044401,0.00000000,277,113.955413398,22.531362118
point,278.000,228.412,152.183,134.516,0.59104241,-0.13044401,0.00000000,278,113.955421406,22.531367081
point,279.000,229.235,152.735,134.387,0.59104241,-0.13044401,0.00000000,279,113.955429414,22.531372045
point,280.000,230.058,153.288,134.257,0.59104241,-0.13044401,0.00000000,280,113.955437422,22.531377009
point,281.000,230.882,153.840,134.128,0.59104241,-0.13044401,0.00000000,281,113.955445429,22.531381972
point,282.000,231.705,154.393,133.999,0.59104241,-0.13044401,0.00000000,282,113.955453437,22.531386936
point,283.000,232.528,154.946,133.869,0.59104241,-0.13044401,0.00000000,283,113.955461445,22.531391899
point,284.000,233.352,155.498,133.740,0.59104241,-0.13044401,0.00000000,284,113.955469453,22.531396863
point,285.000,234.175,156.051,133.611,0.59104241,-0.13044401,0.00000000,285,113.955477461,22.531401827
point,286.000,234.999,156.603,133.481,0.59104241,-0.13044401,0.00000000,286,113.955485469,22.531406790
point,287.000,235.822,157.156,133.352,0.59014431,-0.11482844,0.00089735,287,113.955493476,22.531411754
point,288.000,236.648,157.708,133.253,0.58577115,-0.03879017,0.00346524,288,113.955501507,22.531416713
point,289.000,237.483,158.258,133.275,0.58231723,0.02126545,0.00000000,289,113.955509628,22.531421652
point,290.000,238.318,158.807,133.296,0.58231723,0.02126545,0.00000000,290,113.955517749,22.531426591
point,291.000,239.153,159.357,133.317,0.58231723,0.02126545,0.00000000,291,113.955525870,22.531431530
point,292.000,239.988,159.907,133.338,0.58231723,0.02126545,0.00000000,292,113.955533991,22.531436470
point,293.000,240.823,160.457,133.360,0.58231723,0.02126545,0.00000000,293,113.955542111,22.531441409
point,294.000,241.658,161.007,133.381,0.58231723,0.02126545,0.00000000,294,113.955550232,22.531446348
point,295.000,242.493,161.557,133.402,0.58231723,0.02126545,0.00000000,295,113.955558353,22.531451287
point,296.000,243.328,162.106,133.423,0.58231723,0.02126545,0.00000000,296,113.955566474,22.531456227
point,297.000,244.163,162.656,133.445,0.58231723,0.02126545,0.00000000,297,113.955574595,22.531461166
point,298.000,244.998,163.206,133.466,0.58231723,0.02126545,0.00000000,298,113.955582716,22.531466105
point,299.000,245.833,163.756,133.487,0.58231723,0.02126545,0.00000000,299,113.955590836,22.531471044
point,300.000,246.668,164.306,133.508,0.58231723,0.02126545,0.00000000,300,113.955598957,22.531475984
point,301.000,247.503,164.856,133.530,0.58231723,0.02126545,0.00000000,301,113.955607078,22.531480923
point,302.000,248.338,165.405,133.551,0.58072189,0.03377229,0.00159676,302,113.955615199,22.531485862
point,303.000,249.173,165.952,133.597,0.57438082,0.08348276,0.00475535,303,113.955623322,22.531490769
point,304.000,250.009,166.487,133.717,0.56961301,0.12085754,0.00000000,304,113.955631453,22.531495578
point,305.000,250.845,167.022,133.837,0.56961301,0.12085754,0.00000000,305,113.955639584,22.531500388
point,306.000,251.681,167.558,133.957,0.56961301,0.12085754,0.00000000,306,113.955647714,22.531505198
point,307.000,252.517,168.093,134.077,0.56961301,0.12085754,0.00000000,307,113.955655845,22.531510007
point,308.000,253.353,168.629,134.197,0.56961301,0.12085754,0.00000000,308,113.955663976,22.531514817
point,309.000,254.189,169.164,134.317,0.56961301,0.12085754,0.00000000,309,113.955672107,22.531519627
point,310.000,255.025,169.699,134.437,0.56961301,0.12085754,0.00000000,310,113.955680238,22.531524436
point,311.000,255.861,170.235,134.557,0.56961301,0.12085754,0.00000000,311,113.955688368,22.531529246
point,312.000,256.697,170.770,134.677,0.56961301,0.12085754,0.00000000,312,113.955696499,22.531534056
point,313.000,257.533,171.306,134.797,0.56961301,0.12085754,0.00000000,313,113.955704630,22.531538865
point,314.000,258.369,171.841,134.917,0.56961301,0.12085754,0.00000000,314,113.955712761,22.531543675
point,315.000,259.205,172.377,135.037,0.56961301,0.12085754,0.00000000,315,113.955720892,22.531548485
point,316.000,260.041,172.912,135.157,0.56961301,0.12085754,0.00000000,316,113.955729022,22.531553294
point,317.000,260.877,173.447,135.277,0.56264521,0.11315005,0.00696198,317,113.955737153,22.531558104
point,318.000,261.722,173.972,135.382,0.55411530,0.10370718,0.00157344,318,113.955745369,22.531562817
point,319.000,262.569,174.494,135.483,0.55254218,0.10196484,0.00000000,319,113.955753605,22.531567507
point,320.000,263.416,175.016,135.585,0.55254218,0.10196484,0.00000000,320,113.955761840,22.531572198
point,321.000,264.263,175.538,135.686,0.55254218,0.10196484,0.00000000,321,113.955770076,22.531576888
point,322.000,265.109,176.061,135.788,0.55254218,0.10196484,0.00000000,322,113.955778312,22.531581579
point,323.000,265.956,176.583,135.889,0.55254218,0.10196484,0.00000000,323,113.955786547,22.531586269
point,324.000,266.803,177.105,135.990,0.55254218,0.10196484,0.00000000,324,113.955794783,22.531590960
point,325.000,267.650,177.627,136.092,0.55254218,0.10196484,0.00000000,325,113.955803018,22.531595650
point,326.000,268.497,178.149,136.193,0.55254218,0.10196484,0.00000000,326,113.955811254,22.531600341
point,327.000,269.343,178.671,136.295,0.55254218,0.10196484,0.00000000,327,113.955819490,22.531605031
point,328.000,270.190,179.193,136.396,0.55254218,0.10196484,0.00000000,328,113.955827725,22.531609722
point,329.000,271.037,179.716,136.498,0.55254218,0.10196484,0.00000000,329,113.955835961,22.531614412
point,330.000,271.884,180.238,136.599,0.55254218,0.10196484,0.00000000,330,113.955844196,22.531619103
point,331.000,272.731,180.760,136.701,0.54243005,0.04270478,0.01008918,331,113.955852432,22.531623793
point,332.000,273.592,181.267,136.684,0.53167537,-0.02032542,0.00068833,332,113.955860806,22.531628350
point,333.000,274.454,181.773,136.660,0.53098716,-0.02435886,0.00000000,333,113.955869190,22.531632898
point,334.000,275.316,182.280,136.636,0.53098716,-0.02435886,0.00000000,334,113.955877574,22.531637445
point,335.000,276.178,182.786,136.611,0.53098716,-0.02435886,0.00000000,335,113.955885958,22.531641993
point,336.000,277.040,183.292,136.587,0.53098716,-0.02435886,0.00000000,336,113.955894342,22.531646540
point,337.000,277.902,183.798,136.563,0.53098716,-0.02435886,0.00000000,337,113.955902726,22.531651088
point,338.000,278.764,184.305,136.538,0.53098716,-0.02435886,0.00000000,338,113.955911110,22.531655636
point,339.000,279.626,184.811,136.514,0.53098716,-0.02435886,0.00000000,339,113.955919494,22.531660183
point,340.000,280.488,185.317,136.489,0.53098716,-0.02435886,0.00000000,340,113.955927878,22.531664731
point,341.000,281.350,185.823,136.465,0.53098716,-0.02435886,0.00000000,341,113.955936261,22.531669278
point,342.000,282.212,186.329,136.441,0.53098716,-0.02435886,0.00000000,342,113.955944645,22.531673826
point,343.000,283.074,186.836,136.416,0.53098716,-0.02435886,0.00000000,343,113.955953029,22.531678373
point,344.000,283.936,187.342,136.392,0.52402109,-0.06367993,0.00699287,344,113.955961413,22.531682921
point,345.000,284.799,187.832,136.290,0.51111679,-0.13651064,0.00590315,345,113.955969801,22.531687326
point,346.000,285.662,188.309,136.122,0.50519513,-0.16992510,0.00000000,346,113.955978191,22.531691612
point,347.000,286.524,188.787,135.955,0.50519513,-0.16992510,0.00000000,347,113.955986581,22.531695898
point,348.000,287.387,189.264,135.787,0.50519513,-0.16992510,0.00000000,348,113.955994972,22.531700185
point,349.000,288.250,189.741,135.619,0.50519513,-0.16992510,0.00000000,349,113.956003362,22.531704471
point,350.000,289.112,190.218,135.452,0.50519513,-0.16992510,0.00000000,350,113.956011752,22.531708757
point,351.000,289.975,190.695,135.284,0.50519513,-0.16992510,0.00000000,351,113.956020143,22.531713043
point,352.000,290.838,191.172,135.117,0.50519513,-0.16992510,0.00000000,352,113.956028533,22.531717329
point,353.000,291.700,191.649,134.949,0.50519513,-0.16992510,0.00000000,353,113.956036923,22.531721616
point,354.000,292.563,192.127,134.782,0.50519513,-0.16992510,0.00000000,354,113.956045314,22.531725902
point,355.000,293.426,192.604,134.614,0.50519513,-0.16992510,0.00000000,355,113.956053704,22.531730188
point,356.000,294.289,193.081,134.447,0.50519513,-0.16992510,0.00000000,356,113.956062094,22.531734474
point,357.000,295.151,193.558,134.279,0.50113220,-0.17734665,0.00406884,357,113.956070485,22.531738761
point,358.000,296.015,194.027,134.098,0.48648234,-0.20408161,0.01061348,358,113.956078888,22.531742971
point,359.000,296.883,194.474,133.880,0.47583048,-0.22349334,0.00000000,359,113.956087325,22.531746987
point,360.000,297.750,194.921,133.661,0.47583048,-0.22349334,0.00000000,360,113.956095762,22.531751003
point,361.000,298.618,195.368,133.443,0.47583048,-0.22349334,0.00000000,361,113.956104199,22.531755019
point,362.000,299.485,195.815,133.225,0.47583048,-0.22349334,0.00000000,362,113.956112636,22.531759035
point,363.000,300.353,196.262,133.007,0.47583048,-0.22349334,0.00000000,363,113.956121073,22.531763051
point,364.000,301.220,196.709,132.789,0.47583048,-0.22349334,0.00000000,364,113.956129510,22.531767067
point,365.000,302.088,197.156,132.571,0.47583048,-0.22349334,0.00000000,365,113.956137947,22.531771083
point,366.000,302.955,197.603,132.353,0.47583048,-0.22349334,0.00000000,366,113.956146384,22.531775098
point,367.000,303.823,198.050,132.135,0.47583048,-0.22349334,0.00000000,367,113.956154821,22.531779114
point,368.000,304.691,198.497,131.917,0.47583048,-0.22349334,0.00000000,368,113.956163258,22.531783130
point,369.000,305.558,198.944,131.698,0.47583048,-0.22349334,0.00000000,369,113.956171695,22.531787146
point,370.000,306.426,199.391,131.480,0.47476205,-0.22021970,0.00106786,370,113.956180132,22.531791162
point,371.000,307.295,199.837,131.268,0.45870948,-0.17100714,0.01487032,371,113.956188587,22.531795166
point,372.000,308.191,200.263,131.144,0.44395412,-0.12573230,0.00000000,372,113.956197301,22.531798994
point,373.000,309.087,200.689,131.019,0.44395412,-0.12573230,0.00000000,373,113.956206015,22.531802822
point,374.000,309.983,201.115,130.894,0.44395412,-0.12573230,0.00000000,374,113.956214729,22.531806650
point,375.000,310.879,201.542,130.769,0.44395412,-0.12573230,0.00000000,375,113.956223444,22.531810479
point,376.000,311.775,201.968,130.645,0.44395412,-0.12573230,0.00000000,376,113.956232158,22.531814307
point,377.000,312.671,202.394,130.520,0.44395412,-0.12573230,0.00000000,377,113.956240872,22.531818135
point,378.000,313.567,202.820,130.395,0.44395412,-0.12573230,0.00000000,378,113.956249586,22.531821963
point,379.000,314.463,203.246,130.270,0.44395412,-0.12573230,0.00000000,379,113.956258300,22.531825792
point,380.000,315.359,203.672,130.146,0.44395412,-0.12573230,0.00000000,380,113.956267014,22.531829620
point,381.000,316.255,204.099,130.021,0.44395412,-0.12573230,0.00000000,381,113.956275728,22.531833448
point,382.000,317.151,204.525,129.896,0.44395412,-0.12573230,0.00000000,382,113.956284442,22.531837276
point,383.000,318.047,204.951,129.771,0.44187106,-0.11229454,0.00208259,383,113.956293156,22.531841105
point,384.000,318.945,205.373,129.673,0.42532692,-0.00555611,0.01443612,384,113.956301892,22.531844901
point,385.000,319.858,205.771,129.760,0.41091671,0.08741704,0.00000000,385,113.956310774,22.531848476
point,386.000,320.772,206.169,129.847,0.41091671,0.08741704,0.00000000,386,113.956319656,22.531852050
point,387.000,321.685,206.567,129.934,0.41091671,0.08741704,0.00000000,387,113.956328538,22.531855625
point,388.000,322.598,206.965,130.022,0.41091671,0.08741704,0.00000000,388,113.956337420,22.531859200
point,389.000,323.512,207.363,130.109,0.41091671,0.08741704,0.00000000,389,113.956346302,22.531862774
point,390.000,324.425,207.761,130.196,0.41091671,0.08741704,0.00000000,390,113.956355184,22.531866349
point,391.000,325.338,208.159,130.283,0.41091671,0.08741704,0.00000000,391,113.956364066,22.531869924
point,392.000,326.251,208.557,130.370,0.41091671,0.08741704,0.00000000,392,113.956372948,22.531873498
point,393.000,327.165,208.955,130.457,0.41091671,0.08741704,0.00000000,393,113.956381830,22.531877073
point,394.000,328.078,209.353,130.544,0.41091671,0.08741704,0.00000000,394,113.956390712,22.531880648
point,395.000,328.991,209.751,130.631,0.41091671,0.08741704,0.00000000,395,113.956399594,22.531884223
point,396.000,329.904,210.149,130.718,0.40833468,0.10466527,0.00259066,396,113.956408476,22.531887797
point,397.000,330.814,210.539,130.839,0.39219597,0.21245352,0.01377552,397,113.956417319,22.531891306
point,398.000,331.702,210.892,131.132,0.37818435,0.30599130,0.00000000,398,113.956425962,22.531894478
point,399.000,332.591,211.245,131.424,0.37818435,0.30599130,0.00000000,399,113.956434604,22.531897649
point,400.000,333.480,211.598,131.717,0.37818435,0.30599130,0.00000000,400,113.956443247,22.531900821
point,401.000,334.368,211.952,132.009,0.37818435,0.30599130,0.00000000,401,113.956451890,22.531903993
point,402.000,335.257,212.305,132.302,0.37818435,0.30599130,0.00000000,402,113.956460533,22.531907164
point,403.000,336.146,212.658,132.595,0.37818435,0.30599130,0.00000000,403,113.956469175,22.531910336
point,404.000,337.034,213.011,132.887,0.37818435,0.30599130,0.00000000,404,113.956477818,22.531913508
point,405.000,337.923,213.364,133.180,0.37818435,0.30599130,0.00000000,405,113.956486461,22.531916680
point,406.000,338.812,213.717,133.472,0.37818435,0.30599130,0.00000000,406,113.956495103,22.531919851
point,407.000,339.700,214.070,133.765,0.37818435,0.30599130,0.00000000,407,113.956503746,22.531923023
point,408.000,340.589,214.423,134.058,0.37818435,0.30599130,0.00000000,408,113.956512389,22.531926195
point,409.000,341.478,214.776,134.350,0.37818435,0.30599130,0.00000000,409,113.956521032,22.531929366
point,410.000,342.366,215.129,134.643,0.37135712,0.33061381,0.00688266,410,113.956529674,22.531932538
point,411.000,343.245,215.465,134.977,0.35586615,0.38642322,0.00863748,411,113.956538225,22.531935551
point,412.000,344.113,215.778,135.363,0.34714406,0.41780637,0.00000000,412,113.956546663,22.531938371
point,413.000,344.981,216.092,135.748,0.34714406,0.41780637,0.00000000,413,113.956555102,22.531941191
point,414.000,345.848,216.406,136.134,0.34714406,0.41780637,0.00000000,414,113.956563540,22.531944011
point,415.000,346.716,216.720,136.519,0.34714406,0.41780637,0.00000000,415,113.956571979,22.531946831
point,416.000,347.584,217.034,136.905,0.34714406,0.41780637,0.00000000,416,113.956580417,22.531949651
point,417.000,348.451,217.348,137.290,0.34714406,0.41780637,0.00000000,417,113.956588855,22.531952471
point,418.000,349.319,217.662,137.676,0.34714406,0.41780637,0.00000000,418,113.956597294,22.531955291
point,419.000,350.187,217.976,138.061,0.34714406,0.41780637,0.00000000,419,113.956605732,22.531958110
point,420.000,351.054,218.290,138.447,0.34714406,0.41780637,0.00000000,420,113.956614171,22.531960930
point,421.000,351.922,218.604,138.833,0.34714406,0.41780637,0.00000000,421,113.956622609,22.531963750
point,422.000,352.790,218.918,139.218,0.34714406,0.41780637,0.00000000,422,113.956631048,22.531966570
point,423.000,353.657,219.232,139.604,0.34714406,0.41780637,0.00000000,423,113.956639486,22.531969390
point,424.000,354.525,219.545,139.989,0.34714406,0.41780637,0.00000000,424,113.956647925,22.531972210
point,425.000,355.393,219.859,140.375,0.33436921,0.40053469,0.01269996,425,113.956656363,22.531975030
point,426.000,356.278,220.155,140.733,0.32034307,0.38149609,0.00140014,426,113.956664977,22.531977682
point,427.000,357.166,220.448,141.087,0.31894387,0.37959268,0.00000000,427,113.956673611,22.531980316
point,428.000,358.054,220.741,141.442,0.31894387,0.37959268,0.00000000,428,113.956682245,22.531982949
point,429.000,358.942,221.034,141.797,0.31894387,0.37959268,0.00000000,429,113.956690879,22.531985583
point,430.000,359.830,221.327,142.152,0.31894387,0.37959268,0.00000000,430,113.956699513,22.531988216
point,431.000,360.717,221.620,142.507,0.31894387,0.37959268,0.00000000,431,113.956708147,22.531990850
point,432.000,361.605,221.914,142.862,0.31894387,0.37959268,0.00000000,432,113.956716781,22.531993483
point,433.000,362.493,222.207,143.217,0.31894387,0.37959268,0.00000000,433,113.956725415,22.531996117
point,434.000,363.381,222.500,143.572,0.31894387,0.37959268,0.00000000,434,113.956734049,22.531998750
point,435.000,364.268,222.793,143.926,0.31894387,0.37959268,0.00000000,435,113.956742683,22.532001383
point,436.000,365.156,223.086,144.281,0.31894387,0.37959268,0.00000000,436,113.956751317,22.532004017
point,437.000,366.044,223.379,144.636,0.31894387,0.37959268,0.00000000,437,113.956759951,22.532006650
point,438.000,366.932,223.672,144.991,0.31894387,0.37959268,0.00000000,438,113.956768584,22.532009284
point,439.000,367.819,223.966,145.346,0.31785404,0.37336007,0.00108797,439,113.956777218,22.532011917
point,440.000,368.711,224.258,145.690,0.30538445,0.30201835,0.01118177,440,113.956785888,22.532014542
point,441.000,369.642,224.540,145.923,0.29440438,0.23915927,0.00000000,441,113.956794940,22.532017077
point,442.000,370.572,224.822,146.156,0.29440438,0.23915927,0.00000000,442,113.956803992,22.532019613
point,443.000,371.503,225.104,146.388,0.29440438,0.23915927,0.00000000,443,113.956813043,22.532022148
point,444.000,372.434,225.387,146.621,0.29440438,0.23915927,0.00000000,444,113.956822095,22.532024683
point,445.000,373.364,225.669,146.853,0.29440438,0.23915927,0.00000000,445,113.956831147,22.532027218
point,446.000,374.295,225.951,147.086,0.29440438,0.23915927,0.00000000,446,113.956840199,22.532029753
point,447.000,375.226,226.233,147.319,0.29440438,0.23915927,0.00000000,447,113.956849251,22.532032288
point,448.000,376.157,226.516,147.551,0.29440438,0.23915927,0.00000000,448,113.956858302,22.532034823
point,449.000,377.087,226.798,147.784,0.29440438,0.23915927,0.00000000,449,113.956867354,22.532037359
point,450.000,378.018,227.080,148.016,0.29440438,0.23915927,0.00000000,450,113.956876406,22.532039894
point,451.000,378.949,227.362,148.249,0.29440438,0.23915927,0.00000000,451,113.956885458,22.532042429
point,452.000,379.880,227.644,148.482,0.29440438,0.23915927,0.00000000,452,113.956894510,22.532044964
point,453.000,380.810,227.927,148.714,0.29440438,0.23915927,0.00000000,453,113.956903562,22.532047499
point,454.000,381.741,228.209,148.947,0.29108582,0.21622240,0.00330639,454,113.956912613,22.532050034
point,455.000,382.680,228.487,149.136,0.28084554,0.14543068,0.00689210,455,113.956921750,22.532052532
point,456.000,383.639,228.756,149.234,0.27400740,0.09814922,0.00000000,456,113.956931068,22.532054952
point,457.000,384.597,229.025,149.332,0.27400740,0.09814922,0.00000000,457,113.956940386,22.532057371
point,458.000,385.555,229.295,149.429,0.27400740,0.09814922,0.00000000,458,113.956949704,22.532059790
point,459.000,386.513,229.564,149.527,0.27400740,0.09814922,0.00000000,459,113.956959022,22.532062209
point,460.000,387.471,229.833,149.625,0.27400740,0.09814922,0.00000000,460,113.956968340,22.532064628
point,461.000,388.429,230.103,149.722,0.27400740,0.09814922,0.00000000,461,113.956977658,22.532067047
point,462.000,389.387,230.372,149.820,0.27400740,0.09814922,0.00000000,462,113.956986976,22.532069466
point,463.000,390.345,230.641,149.918,0.27400740,0.09814922,0.00000000,463,113.956996293,22.532071886
point,464.000,391.303,230.911,150.016,0.27400740,0.09814922,0.00000000,464,113.957005611,22.532074305
point,465.000,392.261,231.180,150.113,0.27400740,0.09814922,0.00000000,465,113.957014929,22.532076724
point,466.000,393.219,231.449,150.211,0.27400740,0.09814922,0.00000000,466,113.957024247,22.532079143
point,467.000,394.178,231.718,150.309,0.27400740,0.09814922,0.00000000,467,113.957033565,22.532081562
point,468.000,395.136,231.988,150.406,0.27400740,0.09814922,0.00000000,468,113.957042883,22.532083981
point,469.000,396.094,232.257,150.504,0.27156782,0.09013386,0.00243822,469,113.957052201,22.532086400
point,470.000,397.054,232.522,150.586,0.26352910,0.06371869,0.00559444,470,113.957061542,22.532088780
point,471.000,398.020,232.777,150.631,0.25794208,0.04535726,0.00000000,471,113.957070936,22.532091069
point,472.000,398.986,233.032,150.676,0.25794208,0.04535726,0.00000000,472,113.957080330,22.532093359
point,473.000,399.952,233.286,150.722,0.25794208,0.04535726,0.00000000,473,113.957089724,22.532095648
point,474.000,400.918,233.541,150.767,0.25794208,0.04535726,0.00000000,474,113.957099118,22.532097937
point,475.000,401.884,233.796,150.812,0.25794208,0.04535726,0.00000000,475,113.957108512,22.532100226
point,476.000,402.850,234.051,150.858,0.25794208,0.04535726,0.00000000,476,113.957117907,22.532102515
point,477.000,403.816,234.306,150.903,0.25794208,0.04535726,0.00000000,477,113.957127301,22.532104804
point,478.000,404.782,234.561,150.948,0.25794208,0.04535726,0.00000000,478,113.957136695,22.532107094
point,479.000,405.747,234.815,150.994,0.25794208,0.04535726,0.00000000,479,113.957146089,22.532109383
point,480.000,406.713,235.070,151.039,0.25794208,0.04535726,0.00000000,480,113.957155483,22.532111672
point,481.000,407.679,235.325,151.084,0.25794208,0.04535726,0.00000000,481,113.957164877,22.532113961
point,482.000,408.645,235.580,151.129,0.25794208,0.04535726,0.00000000,482,113.957174271,22.532116250
point,483.000,409.611,235.835,151.175,0.25794208,0.04535726,0.00000000,483,113.957183665,22.532118539
point,484.000,410.577,236.090,151.220,0.25794208,0.04535726,0.00000000,484,113.957193059,22.532120829
point,485.000,411.543,236.344,151.265,0.25379658,0.06640834,0.00415208,485,113.957202454,22.532123118
point,486.000,412.508,236.590,151.353,0.24790997,0.09629877,0.00172907,486,113.957211838,22.532125328
point,487.000,413.473,236.833,151.457,0.24617977,0.10508358,0.00000000,487,113.957221219,22.532127505
point,488.000,414.437,237.075,151.562,0.24617977,0.10508358,0.00000000,488,113.957230599,22.532129682
point,489.000,415.402,237.318,151.666,0.24617977,0.10508358,0.00000000,489,113.957239980,22.532131859
point,490.000,416.366,237.560,151.771,0.24617977,0.10508358,0.00000000,490,113.957249361,22.532134037
point,491.000,417.331,237.802,151.875,0.24617977,0.10508358,0.00000000,491,113.957258741,22.532136214
point,492.000,418.295,238.045,151.980,0.24617977,0.10508358,0.00000000,492,113.957268122,22.532138391
point,493.000,419.260,238.287,152.084,0.24617977,0.10508358,0.00000000,493,113.957277503,22.532140568
point,494.000,420.224,238.529,152.189,0.24617977,0.10508358,0.00000000,494,113.957286883,22.532142745
point,495.000,421.189,238.772,152.293,0.24617977,0.10508358,0.00000000,495,113.957296264,22.532144923
point,496.000,422.153,239.014,152.398,0.24617977,0.10508358,0.00000000,496,113.957305645,22.532147100
point,497.000,423.118,239.256,152.502,0.24617977,0.10508358,0.00000000,497,113.957315025,22.532149277
point,498.000,424.082,239.499,152.607,0.24617977,0.10508358,0.00000000,498,113.957324406,22.532151454
point,499.000,425.047,239.741,152.711,0.24617977,0.10508358,0.00000000,499,113.957333786,22.532153632
point,500.000,426.012,239.984,152.816,0.24617977,0.10508358,0.00000000,500,113.957343167,22.532155809
point,501.000,426.976,240.226,152.920,0.24478743,0.12777134,0.00139754,501,113.957352548,22.532157986
point,502.000,427.934,240.464,153.069,0.24098402,0.18974530,0.00241603,502,113.957361865,22.532160123
point,503.000,428.881,240.694,153.292,0.23855264,0.22936158,0.00000000,503,113.957371076,22.532162192
point,504.000,429.828,240.924,153.516,0.23855264,0.22936158,0.00000000,504,113.957380287,22.532164261
point,505.000,430.775,241.155,153.740,0.23855264,0.22936158,0.00000000,505,113.957389498,22.532166330
point,506.000,431.722,241.385,153.963,0.23855264,0.22936158,0.00000000,506,113.957398709,22.532168399
point,507.000,432.670,241.615,154.187,0.23855264,0.22936158,0.00000000,507,113.957407920,22.532170468
point,508.000,433.617,241.846,154.410,0.23855264,0.22936158,0.00000000,508,113.957417131,22.532172537
point,509.000,434.564,242.076,154.634,0.23855264,0.22936158,0.00000000,509,113.957426342,22.532174606
point,510.000,435.511,242.306,154.857,0.23855264,0.22936158,0.00000000,510,113.957435553,22.532176675
point,511.000,436.458,242.537,155.081,0.23855264,0.22936158,0.00000000,511,113.957444764,22.532178744
point,512.000,437.405,242.767,155.304,0.23855264,0.22936158,0.00000000,512,113.957453975,22.532180813
point,513.000,438.352,242.997,155.528,0.23855264,0.22936158,0.00000000,513,113.957463186,22.532182882
point,514.000,439.299,243.228,155.752,0.23855264,0.22936158,0.00000000,514,113.957472397,22.532184951
point,515.000,440.246,243.458,155.975,0.23855264,0.22936158,0.00000000,515,113.957481607,22.532187020
point,516.000,441.193,243.688,156.199,0.23855264,0.22936158,0.00000000,516,113.957490818,22.532189089
point,517.000,442.140,243.919,156.422,0.23855264,0.22936158,0.00000000,517,113.957500029,22.532191157
point,518.000,443.088,244.149,156.646,0.23853778,0.22977452,0.00001487,518,113.957509240,22.532193226
point,519.000,444.034,244.379,156.870,0.23669677,0.28091005,0.00185087,519,113.957518449,22.532195295
point,520.000,444.957,244.600,157.186,0.23482116,0.33300564,0.00000000,520,113.957527423,22.532197278
point,521.000,445.880,244.821,157.502,0.23482116,0.33300564,0.00000000,521,113.957536397,22.532199261
point,522.000,446.803,245.041,157.818,0.23482116,0.33300564,0.00000000,522,113.957545372,22.532201244
point,523.000,447.725,245.262,158.134,0.23482116,0.33300564,0.00000000,523,113.957554346,22.532203227
point,524.000,448.648,245.483,158.450,0.23482116,0.33300564,0.00000000,524,113.957563320,22.532205210
point,525.000,449.571,245.704,158.766,0.23482116,0.33300564,0.00000000,525,113.957572294,22.532207193
point,526.000,450.494,245.924,159.082,0.23482116,0.33300564,0.00000000,526,113.957581268,22.532209176
point,527.000,451.416,246.145,159.398,0.23482116,0.33300564,0.00000000,527,113.957590242,22.532211159
point,528.000,452.339,246.366,159.714,0.23482116,0.33300564,0.00000000,528,113.957599216,22.532213142
point,529.000,453.262,246.587,160.030,0.23482116,0.33300564,0.00000000,529,113.957608190,22.532215125
point,530.000,454.185,246.807,160.346,0.23482116,0.33300564,0.00000000,530,113.957617164,22.532217108
point,531.000,455.107,247.028,160.661,0.23482116,0.33300564,0.00000000,531,113.957626138,22.532219091
point,532.000,456.030,247.249,160.977,0.23482116,0.33300564,0.00000000,532,113.957635113,22.532221074
point,533.000,456.953,247.470,161.293,0.23482116,0.33300564,0.00000000,533,113.957644087,22.532223057
point,534.000,457.876,247.690,161.609,0.23482116,0.33300564,0.00000000,534,113.957653061,22.532225040
point,535.000,458.798,247.911,161.925,0.23482116,0.33300564,0.00000000,535,113.957662035,22.532227023
point,536.000,459.721,248.132,162.241,0.23482116,0.33300564,0.00000000,536,113.957671009,22.532229006
point,537.000,460.644,248.353,162.557,0.23479867,0.33611469,0.00002251,537,113.957679983,22.532230989
point,538.000,461.565,248.573,162.878,0.23475037,0.34279190,0.00002579,538,113.957688940,22.532232968
point,539.000,462.484,248.793,163.206,0.23472455,0.34636190,0.00000000,539,113.957697878,22.532234943
point,540.000,463.403,249.012,163.533,0.23472455,0.34636190,0.00000000,540,113.957706816,22.532236917
point,541.000,464.322,249.232,163.860,0.23472455,0.34636190,0.00000000,541,113.957715754,22.532238891
point,542.000,465.241,249.452,164.188,0.23472455,0.34636190,0.00000000,542,113.957724692,22.532240865
point,543.000,466.160,249.672,164.515,0.23472455,0.34636190,0.00000000,543,113.957733630,22.532242839
point,544.000,467.079,249.891,164.842,0.23472455,0.34636190,0.00000000,544,113.957742568,22.532244813
point,545.000,467.998,250.111,165.169,0.23472455,0.34636190,0.00000000,545,113.957751506,22.532246788
point,546.000,468.917,250.331,165.497,0.23472455,0.34636190,0.00000000,546,113.957760443,22.532248762
point,547.000,469.836,250.551,165.824,0.23472455,0.34636190,0.00000000,547,113.957769381,22.532250736
point,548.000,470.755,250.771,166.151,0.23472455,0.34636190,0.00000000,548,113.957778319,22.532252710
point,549.000,471.674,250.990,166.479,0.23472455,0.34636190,0.00000000,549,113.957787257,22.532254684
point,550.000,472.593,251.210,166.806,0.23472455,0.34636190,0.00000000,550,113.957796195,22.532256659
point,551.000,473.512,251.430,167.133,0.23472455,0.34636190,0.00000000,551,113.957805133,22.532258633
point,552.000,474.431,251.650,167.460,0.23472455,0.34636190,0.00000000,552,113.957814071,22.532260607
point,553.000,475.350,251.869,167.788,0.23472455,0.34636190,0.00000000,553,113.957823009,22.532262581
